@Caption,ブロードバンドサービス等の契約数の推移,,,,,,,
@Creator,総合通信基盤局電気通信事業部データ通信課,,,,,,,
@Date,2021/6/30,,,,,,,
@Language,ja,,,,,,,
@@Title,,,,,,,,
西暦年,四半期,都道府県名,FTTH,DSL,CATV,FWA,BWA,LTE
@@Unit,,,,,,,,
年,期末,,契約数,契約数,契約数,契約数,契約数,契約数
@@Datatype,,,,,,,,
xsd:string,xsd:string,xsd:string,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer
2011,Q4,栃木県,"310,739","103,609","46,839",34,"9,988",-
2011,Q4,群馬県,"326,254","113,753","30,505",19,"11,851",-
2011,Q4,埼玉県,"1,240,711","399,702","421,170",0,"75,371",-
2011,Q4,千葉県,"1,130,189","350,818","320,278",0,"64,210",-
2011,Q4,東京都,"3,306,699","860,110","930,529",11,"675,503",-
2011,Q4,神奈川県,"1,856,502","532,442","681,206",1,"157,889",-
2011,Q4,新潟県,"333,359","138,460","41,339",8,"7,099",-
2011,Q4,富山県,"110,992","52,165","93,548",271,"6,185",-
2011,Q4,石川県,"173,426","66,232","37,981",82,"6,894",-
2011,Q4,福井県,"91,863","32,888","64,727",9,"3,908",-
2011,Q4,山梨県,"134,881","47,301","21,815",28,"3,965",-
2011,Q4,長野県,"302,745","121,046","95,549",0,"9,261",-
2011,Q4,岐阜県,"274,528","102,182","99,979",279,"11,970",-
2011,Q4,静岡県,"647,273","294,010","29,386",229,"25,484",-
2011,Q4,愛知県,"1,332,602","341,639","355,962",2,"91,864",-
2011,Q4,三重県,"194,363","73,218","188,224",129,"10,550",-
2011,Q4,滋賀県,"289,322","52,570","26,184",0,"8,489",-
2011,Q4,京都府,"587,645","144,241","43,359",0,"32,932",-
2011,Q4,大阪府,"1,873,359","393,722","759,794",1,"142,119",-
2011,Q4,兵庫県,"971,981","263,876","324,921",0,"49,583",-
2011,Q4,奈良県,"264,938","66,744","36,337",0,"8,978",-
2011,Q4,和歌山県,"168,014","33,138","44,244",0,"3,705",-
2011,Q4,鳥取県,"66,312","27,355","31,329",0,"3,203",-
2011,Q4,島根県,"78,858","37,731","29,120",25,"3,273",-
2011,Q4,岡山県,"275,187","107,037","68,202",712,"15,453",-
2011,Q4,広島県,"493,522","175,606","35,173",451,"35,403",-
2011,Q4,山口県,"165,004","81,570","101,139",103,"11,121",-
2011,Q4,徳島県,"130,194","37,144","9,973",177,"3,811",-
2011,Q4,香川県,"142,353","73,327","15,082",309,"5,985",-
2011,Q4,愛媛県,"177,018","83,954","45,420",371,"9,917",-
2011,Q4,高知県,"97,408","42,650","4,471",626,"2,879",-
2011,Q4,福岡県,"840,989","264,301","255,601",82,"48,309",-
2011,Q4,佐賀県,"65,357","44,108","35,242",0,"3,231",-
2011,Q4,長崎県,"136,984","81,817","58,575",544,"5,046",-
2011,Q4,熊本県,"222,792","94,092","33,081",313,"7,516",-
2011,Q4,大分県,"139,702","50,001","70,328",86,"6,927",-
2011,Q4,宮崎県,"115,792","48,796","53,326",709,"5,072",-
2011,Q4,鹿児島県,"195,543","98,483","6,305",290,"7,117",-
2011,Q4,沖縄県,"174,269","58,249","25,980","1,227","11,697",-
2012,Q1,都道府県計,"22,304,995","6,688,498","5,906,322","9,694","2,304,111",-
2012,Q1,北海道,"875,586","306,427","138,499","2,231","64,885",-
2012,Q1,青森県,"143,411","87,634","14,455",78,"10,107",-
2012,Q1,岩手県,"154,606","77,322","10,904",91,"9,939",-
2012,Q1,宮城県,"383,768","126,743","46,348",0,"27,911",-
2012,Q1,秋田県,"123,648","61,417","23,872",0,"6,320",-
2012,Q1,山形県,"155,484","61,295","15,129",0,"7,816",-
2012,Q1,福島県,"270,395","107,038","1,058",0,"19,241",-
2012,Q1,茨城県,"412,177","185,961","79,669",0,"26,091",-
2012,Q1,栃木県,"319,288","97,517","45,810",33,"16,863",-
2012,Q1,群馬県,"336,168","105,434","30,363",17,"19,129",-
2012,Q1,埼玉県,"1,259,294","380,090","424,111",0,"111,361",-
2012,Q1,千葉県,"1,152,763","328,827","321,903",0,"96,905",-
2012,Q1,東京都,"3,348,837","819,533","936,674",11,"710,587",-
2012,Q1,神奈川県,"1,879,910","504,647","687,708",1,"217,964",-
2012,Q1,新潟県,"347,472","127,342","41,384",8,"13,806",-
2012,Q1,富山県,"114,686","50,245","93,175",278,"10,724",-
2012,Q1,石川県,"178,018","62,958","37,524",80,"11,325",-
2012,Q1,福井県,"94,693","31,212","64,841",9,"7,494",-
2012,Q1,山梨県,"137,997","44,180","21,710",35,"7,724",-
2012,Q1,長野県,"308,933","100,118","95,697",0,"18,723",-
2012,Q1,岐阜県,"282,942","97,355","98,631",267,"20,055",-
2012,Q1,静岡県,"660,429","281,695","28,645",202,"41,657",-
2012,Q1,愛知県,"1,360,385","324,053","352,878",2,"131,914",-
2012,Q1,三重県,"200,836","70,137","185,943",124,"17,239",-
2012,Q1,滋賀県,"292,888","49,583","25,760",0,"15,664",-
2012,Q1,京都府,"592,681","137,021","44,289",0,"48,096",-
2012,Q1,大阪府,"1,900,939","372,241","758,985",0,"200,553",-
2012,Q1,兵庫県,"989,848","246,703","327,366",0,"80,256",-
2012,Q1,奈良県,"269,706","63,496","37,094",0,"15,929",-
2012,Q1,和歌山県,"170,742","31,656","44,212",0,"8,323",-
2012,Q1,鳥取県,"67,396","26,366","31,440",0,"6,086",-
2012,Q1,島根県,"80,960","35,864","29,177",20,"6,633",-
2012,Q1,岡山県,"281,786","102,019","67,697",675,"23,119",-
2012,Q1,広島県,"500,017","168,609","34,857",459,"49,281",-
2012,Q1,山口県,"168,822","78,388","100,395",102,"18,752",-
2012,Q1,徳島県,"131,225","35,529","9,697",154,"6,875",-
2012,Q1,香川県,"149,222","68,290","14,593",248,"9,602",-
2012,Q1,愛媛県,"180,808","80,229","45,453",368,"17,074",-
2012,Q1,高知県,"100,773","40,752","4,366",644,"5,982",-
2012,Q1,福岡県,"848,810","253,840","254,910",75,"71,681",-
2012,Q1,佐賀県,"67,706","42,473","35,634",0,"6,221",-
2012,Q1,長崎県,"140,045","79,561","57,522",534,"11,797",-
2012,Q1,熊本県,"227,350","91,004","33,332",351,"15,196",-
2012,Q1,大分県,"143,882","48,232","68,480",80,"12,580",-
2012,Q1,宮崎県,"118,471","47,410","52,443",709,"11,190",-
2012,Q1,鹿児島県,"200,445","95,092","6,170",280,"15,968",-
2012,Q1,沖縄県,"178,747","54,960","25,519","1,528","21,473",-
2012,Q2,都道府県計,"22,842,924","6,344,338","5,955,259","9,645","3,046,940",-
2012,Q2,北海道,"903,806","292,560","141,052","2,201","94,314",-
2012,Q2,青森県,"150,411","83,444","14,393",66,"15,296",-
2012,Q2,岩手県,"162,381","72,718","10,926",99,"14,923",-
2012,Q2,宮城県,"402,386","115,752","47,344",0,"38,935",-
2012,Q2,秋田県,"130,040","57,509","23,800",0,"9,199",-
2012,Q2,山形県,"162,620","57,908","15,263",0,"11,331",-
2012,Q2,福島県,"285,681","96,764","1,092",67,"28,926",-
2012,Q2,茨城県,"427,941","173,738","80,404",0,"36,413",-
2012,Q2,栃木県,"331,508","90,951","44,478",38,"23,514",-
2012,Q2,群馬県,"347,231","98,616","31,057",17,"27,141",-
2012,Q2,埼玉県,"1,283,800","359,415","428,738",0,"148,375",-
2012,Q2,千葉県,"1,173,220","310,322","324,613",0,"128,342",-
2012,Q2,東京都,"3,390,562","775,538","948,851",11,"917,699",-
2012,Q2,神奈川県,"1,909,047","475,625","697,981",1,"276,654",-
2012,Q2,新潟県,"362,694","118,097","40,988",7,"19,712",-
2012,Q2,富山県,"118,564","48,450","93,832",297,"14,199",-
2012,Q2,石川県,"182,641","60,016","38,063",74,"15,372",-
2012,Q2,福井県,"98,367","29,621","64,418",9,"10,255",-
2012,Q2,山梨県,"142,863","41,502","21,689",46,"11,018",-
2012,Q2,長野県,"319,233","111,441","96,424",0,"26,289",-
2012,Q2,岐阜県,"292,647","92,975","97,843",233,"26,019",-
2012,Q2,静岡県,"679,246","269,333","27,709",188,"56,743",-
2012,Q2,愛知県,"1,392,772","305,221","353,994",1,"172,590",-
2012,Q2,三重県,"207,807","67,294","185,253",122,"22,670",-
2012,Q2,滋賀県,"299,964","46,846","25,931",0,"22,158",-
2012,Q2,京都府,"606,217","129,124","46,050",0,"62,910",-
2012,Q2,大阪府,"1,929,496","350,104","763,195",0,"251,644",-
2012,Q2,兵庫県,"1,010,267","231,144","332,053",0,"109,085",-
2012,Q2,奈良県,"274,919","59,770","38,033",0,"22,118",-
2012,Q2,和歌山県,"174,409","30,115","44,467",0,"12,396",-
2012,Q2,鳥取県,"69,373","25,416","31,618",0,"9,119",-
2012,Q2,島根県,"84,479","34,455","29,219",16,"9,916",-
2012,Q2,岡山県,"291,424","97,709","66,777",521,"30,360",-
2012,Q2,広島県,"511,955","162,248","34,872",464,"63,087",-
2012,Q2,山口県,"174,489","75,805","101,053",97,"25,977",-
2012,Q2,徳島県,"135,159","33,907","9,521",147,"9,285",-
2012,Q2,香川県,"155,887","64,551","14,114",217,"12,843",-
2012,Q2,愛媛県,"186,430","76,686","45,360",359,"22,483",-
2012,Q2,高知県,"103,406","38,819","4,547",691,"8,508",-
2012,Q2,福岡県,"866,800","242,042","257,795",67,"94,729",-
2012,Q2,佐賀県,"70,618","40,646","36,056",0,"9,448",-
2012,Q2,長崎県,"144,701","77,074","58,622",563,"16,823",-
2012,Q2,熊本県,"232,539","88,266","32,861",355,"21,893",-
2012,Q2,大分県,"146,875","45,965","69,167",71,"17,457",-
2012,Q2,宮崎県,"122,463","45,682","52,791",665,"15,771",-
2012,Q2,鹿児島県,"208,870","91,627","6,053",370,"22,569",-
2012,Q2,沖縄県,"184,716","51,527","24,899","1,565","30,432",-
2012,Q3,都道府県計,"23,204,719","6,045,753","5,979,516","9,406","4,013,368",-
2012,Q3,北海道,"920,873","279,943","141,402","2,213","124,764",-
2012,Q3,青森県,"155,986","79,641","14,322",48,"21,556",-
2012,Q3,岩手県,"167,155","70,506","10,900",101,"20,891",-
2012,Q3,宮城県,"412,630","109,549","48,274",0,"51,337",-
2012,Q3,秋田県,"134,772","54,671","23,763",0,"12,812",-
2012,Q3,山形県,"167,298","55,304","15,228",0,"15,332",-
2012,Q3,福島県,"297,995","90,562","1,097",67,"39,937",-
2012,Q3,茨城県,"443,369","162,209","80,632",0,"48,920",-
2012,Q3,栃木県,"341,149","85,225","43,989",36,"32,377",-
2012,Q3,群馬県,"355,930","92,340","31,151",18,"33,106",-
2012,Q3,埼玉県,"1,298,067","341,549","435,054",0,"191,172",-
2012,Q3,千葉県,"1,188,964","294,639","327,314",0,"165,255",-
2012,Q3,東京都,"3,400,390","738,860","959,879",1,"1,255,911",-
2012,Q3,神奈川県,"1,925,336","453,078","703,535",1,"343,687",-
2012,Q3,新潟県,"375,222","110,391","41,148",7,"26,993",-
2012,Q3,富山県,"122,954","45,652","93,966",296,"18,578",-
2012,Q3,石川県,"186,224","57,694","37,855",70,"19,872",-
2012,Q3,福井県,"101,554","28,262","63,912",8,"13,515",-
2012,Q3,山梨県,"145,878","39,270","21,723",51,"15,229",-
2012,Q3,長野県,"326,686","107,089","95,629",0,"36,133",-
2012,Q3,岐阜県,"301,804","87,839","96,913",210,"34,066",-
2012,Q3,静岡県,"695,967","256,179","26,826",150,"74,253",-
2012,Q3,愛知県,"1,414,431","289,844","352,829",0,"218,377",-
2012,Q3,三重県,"214,276","64,575","183,671",113,"30,139",-
2012,Q3,滋賀県,"305,249","44,147","26,032",0,"30,117",-
2012,Q3,京都府,"612,706","123,514","47,603",0,"80,393",-
2012,Q3,大阪府,"1,947,807","334,313","765,410",0,"311,953",-
2012,Q3,兵庫県,"1,022,602","218,974","334,718",0,"145,294",-
2012,Q3,奈良県,"278,775","56,898","39,179",0,"28,860",-
2012,Q3,和歌山県,"177,362","28,917","44,496",0,"17,481",-
2012,Q3,鳥取県,"70,848","24,538","31,816",0,"12,464",-
2012,Q3,島根県,"87,728","32,926","29,043",15,"13,845",-
2012,Q3,岡山県,"298,257","94,113","65,630",477,"39,254",-
2012,Q3,広島県,"521,527","155,207","34,642",470,"79,826",-
2012,Q3,山口県,"179,714","72,941","100,678",87,"33,290",-
2012,Q3,徳島県,"137,772","32,772","9,177",145,"12,473",-
2012,Q3,香川県,"159,826","62,283","13,737",188,"17,113",-
2012,Q3,愛媛県,"190,786","73,686","45,423",352,"29,576",-
2012,Q3,高知県,"105,430","37,353","4,560",687,"12,082",-
2012,Q3,福岡県,"876,400","232,948","258,415",66,"121,941",-
2012,Q3,佐賀県,"73,230","38,956","36,178",0,"13,024",-
2012,Q3,長崎県,"148,266","74,888","57,760",535,"23,528",-
2012,Q3,熊本県,"237,058","85,352","32,662",356,"29,744",-
2012,Q3,大分県,"150,384","44,284","68,305",60,"23,057",-
2012,Q3,宮崎県,"125,351","44,348","52,356",639,"22,041",-
2012,Q3,鹿児島県,"213,344","88,842","6,068",370,"30,729",-
2012,Q3,沖縄県,"189,387","48,682","24,616","1,569","41,071",-
2012,Q4,都道府県計,"23,517,613","5,740,161","6,004,620","9,257","4,659,363",-
2012,Q4,北海道,"937,391","263,101","142,207","2,205","134,140",-
2012,Q4,青森県,"162,483","74,662","14,292",14,"24,409",-
2012,Q4,岩手県,"172,513","67,010","10,864",100,"23,012",-
2012,Q4,宮城県,"422,944","102,249","49,066",0,"55,117",-
2012,Q4,秋田県,"140,684","50,245","23,836",0,"14,301",-
2012,Q4,山形県,"172,583","51,876","15,091",0,"16,871",-
2012,Q4,福島県,"307,936","84,251","1,109",68,"43,557",-
2012,Q4,茨城県,"456,455","151,375","80,880",0,"52,868",-
2012,Q4,栃木県,"350,923","78,874","43,298",27,"34,893",-
2012,Q4,群馬県,"364,347","85,376","31,223",18,"34,513",-
2012,Q4,埼玉県,"1,312,950","324,893","439,341",0,"201,995",-
2012,Q4,千葉県,"1,204,710","276,326","331,669",0,"172,913",-
2012,Q4,東京都,"3,410,835","707,043","969,396",1,"1,667,836",-
2012,Q4,神奈川県,"1,943,224","429,058","710,176",1,"347,086",-
2012,Q4,新潟県,"386,526","101,919","41,389",7,"28,975",-
2012,Q4,富山県,"126,611","43,411","94,023",281,"20,164",-
2012,Q4,石川県,"188,998","55,241","38,380",70,"21,566",-
2012,Q4,福井県,"104,221","26,645","64,038",8,"14,380",-
2012,Q4,山梨県,"150,433","36,205","21,206",55,"16,599",-
2012,Q4,長野県,"335,616","101,149","95,588",0,"39,414",-
2012,Q4,岐阜県,"310,497","83,019","94,891",200,"36,341",-
2012,Q4,静岡県,"712,184","242,920","26,000",146,"78,829",-
2012,Q4,愛知県,"1,432,481","276,354","354,693",0,"228,547",-
2012,Q4,三重県,"221,580","61,449","181,765",113,"32,855",-
2012,Q4,滋賀県,"306,509","42,082","25,755",0,"32,704",-
2012,Q4,京都府,"614,402","117,579","48,311",0,"84,991",-
2012,Q4,大阪府,"1,951,087","318,959","766,581",0,"389,051",-
2012,Q4,兵庫県,"1,024,758","209,008","337,994",0,"155,959",-
2012,Q4,奈良県,"281,003","53,882","40,108",0,"30,983",-
2012,Q4,和歌山県,"177,986","27,733","44,570",0,"19,105",-
2012,Q4,鳥取県,"72,289","23,685","31,801",0,"13,737",-
2012,Q4,島根県,"90,957","30,921","28,902",16,"15,891",-
2012,Q4,岡山県,"305,358","90,209","64,075",457,"42,734",-
2012,Q4,広島県,"527,805","149,128","34,709",458,"85,054",-
2012,Q4,山口県,"183,801","70,379","100,490",84,"36,270",-
2012,Q4,徳島県,"141,080","31,245","8,380",142,"13,772",-
2012,Q4,香川県,"164,298","59,316","13,277",184,"18,756",-
2012,Q4,愛媛県,"194,468","71,120","45,253",350,"32,175",-
2012,Q4,高知県,"106,867","36,157","4,552",682,"13,278",-
2012,Q4,福岡県,"885,416","222,556","258,818",66,"131,249",-
2012,Q4,佐賀県,"75,546","37,712","36,300",0,"14,324",-
2012,Q4,長崎県,"151,135","72,819","58,079",598,"26,577",-
2012,Q4,熊本県,"240,285","82,559","32,644",353,"33,610",-
2012,Q4,大分県,"153,617","42,808","67,270",50,"25,406",-
2012,Q4,宮崎県,"127,824","42,804","52,171",596,"24,142",-
2012,Q4,鹿児島県,"216,888","86,572","6,023",369,"33,961",-
2012,Q4,沖縄県,"195,109","46,277","24,136","1,538","44,453",-
2013,Q1,都道府県計,"23,862,297","5,424,648","6,010,660","8,927","5,312,517","20,372,809"
2013,Q1,北海道,"947,062","246,517","143,068","2,159","140,854","698,116"
2013,Q1,青森県,"168,452","69,475","14,169",7,"27,805","147,622"
2013,Q1,岩手県,"179,654","61,817","10,919",98,"25,962","152,559"
2013,Q1,宮城県,"431,179","94,748","50,201",0,"59,529","296,964"
2013,Q1,秋田県,"145,231","46,343","23,861",0,"16,423","115,475"
2013,Q1,山形県,"176,494","48,495","14,073",0,"18,666","138,668"
2013,Q1,福島県,"318,605","78,627",206,68,"47,769","238,052"
2013,Q1,茨城県,"470,360","140,987","80,959",0,"54,053","458,035"
2013,Q1,栃木県,"360,045","73,794","42,420",25,"37,203","301,385"
2013,Q1,群馬県,"373,250","78,623","30,946",17,"36,910","296,682"
2013,Q1,埼玉県,"1,332,115","306,795","443,336",0,"208,078","1,159,125"
2013,Q1,千葉県,"1,231,806","256,844","337,745",0,"177,983","992,573"
2013,Q1,東京都,"3,447,379","672,032","975,825",1,"2,189,966","3,356,965"
2013,Q1,神奈川県,"1,975,904","405,420","717,109",1,"359,124","1,613,268"
2013,Q1,新潟県,"398,622","94,264","40,885",7,"30,576","329,075"
2013,Q1,富山県,"129,781","41,201","93,611",273,"21,231","134,640"
2013,Q1,石川県,"191,804","52,715","38,150",68,"21,883","168,070"
2013,Q1,福井県,"105,482","25,648","63,928",8,"15,218","115,364"
2013,Q1,山梨県,"153,977","33,365","20,509",25,"17,358","145,742"
2013,Q1,長野県,"343,983","94,760","94,861",0,"41,179","277,903"
2013,Q1,岐阜県,"316,014","78,963","94,041",196,"38,534","302,032"
2013,Q1,静岡県,"729,003","229,166","24,583",142,"82,748","549,467"
2013,Q1,愛知県,"1,446,238","263,341","349,463",0,"237,947","1,102,667"
2013,Q1,三重県,"229,397","58,156","178,556",111,"34,564","289,404"
2013,Q1,滋賀県,"310,093","40,074","25,711",0,"33,740","234,177"
2013,Q1,京都府,"615,073","111,683","49,918",0,"87,879","395,353"
2013,Q1,大阪府,"1,955,964","302,913","767,967",0,"391,294","1,508,844"
2013,Q1,兵庫県,"1,030,626","199,063","339,464",0,"161,614","872,091"
2013,Q1,奈良県,"283,265","50,993","41,306",0,"32,061","211,912"
2013,Q1,和歌山県,"180,666","26,541","44,423",0,"19,633","156,400"
2013,Q1,鳥取県,"73,065","22,701","31,662",0,"14,958","71,337"
2013,Q1,島根県,"93,456","29,244","28,573",5,"17,672","84,901"
2013,Q1,岡山県,"310,497","86,251","62,989",439,"46,833","284,121"
2013,Q1,広島県,"533,046","142,853","33,473",455,"90,844","388,323"
2013,Q1,山口県,"187,722","67,276","99,277",78,"38,335","185,795"
2013,Q1,徳島県,"143,647","29,711","7,692",138,"14,417","107,859"
2013,Q1,香川県,"171,011","54,376","13,005",180,"20,067","140,078"
2013,Q1,愛媛県,"197,107","68,368","45,178",346,"33,797","183,337"
2013,Q1,高知県,"108,429","34,783","3,963",681,"13,734","91,864"
2013,Q1,福岡県,"887,274","212,133","258,493",61,"138,773","813,191"
2013,Q1,佐賀県,"77,266","36,373","36,391",0,"15,426","124,482"
2013,Q1,長崎県,"154,075","69,943","57,483",593,"28,609","192,978"
2013,Q1,熊本県,"244,145","78,507","32,995",348,"35,677","256,855"
2013,Q1,大分県,"156,801","41,157","65,545",44,"26,823","159,453"
2013,Q1,宮崎県,"129,355","41,121","52,789",509,"25,409","135,244"
2013,Q1,鹿児島県,"220,131","83,253","5,595",345,"36,271","214,115"
2013,Q1,沖縄県,"197,746","43,235","23,344","1,499","47,088","180,246"
2013,Q2,都道府県計,"24,304,266","5,157,056","6,041,388","8,696","5,768,669","26,343,789"
2013,Q2,北海道,"972,000","233,113","143,558","2,166","170,773","905,464"
2013,Q2,青森県,"176,716","64,617","13,995",1,"34,911","190,406"
2013,Q2,岩手県,"187,183","57,883","10,818",97,"31,617","196,616"
2013,Q2,宮城県,"444,400","89,355","51,345",5,"83,271","392,177"
2013,Q2,秋田県,"149,583","43,795","23,707",0,"22,584","148,201"
2013,Q2,山形県,"181,758","45,718","14,134",0,"26,522","174,434"
2013,Q2,福島県,"329,176","73,672",207,68,"60,708","310,670"
2013,Q2,茨城県,"486,826","130,992","81,254",0,"72,771","586,891"
2013,Q2,栃木県,"369,419","69,488","41,824",20,"47,670","386,703"
2013,Q2,群馬県,"381,922","73,781","31,232",16,"49,202","381,760"
2013,Q2,埼玉県,"1,349,160","291,214","448,890",0,"279,974","1,500,364"
2013,Q2,千葉県,"1,250,412","244,028","344,069",0,"237,711","1,282,611"
2013,Q2,東京都,"3,489,173","641,294","990,764",3,"1,743,796","4,442,722"
2013,Q2,神奈川県,"2,001,087","383,938","728,655",1,"445,903","2,063,701"
2013,Q2,新潟県,"410,600","88,562","40,077",7,"39,783","411,816"
2013,Q2,富山県,"133,863","39,028","93,366",292,"29,433","171,805"
2013,Q2,石川県,"194,841","50,843","38,540",56,"30,616","209,553"
2013,Q2,福井県,"107,710","24,437","63,855",8,"19,874","145,173"
2013,Q2,山梨県,"158,397","31,319","20,289",26,"20,397","182,921"
2013,Q2,長野県,"354,265","89,702","94,175",0,"49,028","352,729"
2013,Q2,岐阜県,"323,256","75,500","92,930",186,"60,745","382,195"
2013,Q2,静岡県,"744,146","216,477","23,939",140,"117,913","697,286"
2013,Q2,愛知県,"1,473,845","251,155","343,059",5,"339,690","1,424,679"
2013,Q2,三重県,"237,907","55,667","173,868",108,"52,610","368,778"
2013,Q2,滋賀県,"314,583","38,004","25,744",0,"42,160","297,050"
2013,Q2,京都府,"624,671","105,672","51,960",0,"101,610","514,804"
2013,Q2,大阪府,"1,976,018","288,953","772,389",5,"470,085","1,954,503"
2013,Q2,兵庫県,"1,043,579","189,017","343,459",0,"212,572","1,124,858"
2013,Q2,奈良県,"286,565","48,413","42,392",0,"43,927","272,646"
2013,Q2,和歌山県,"183,508","24,980","44,562",0,"24,622","198,323"
2013,Q2,鳥取県,"74,795","21,803","31,763",0,"17,717","91,952"
2013,Q2,島根県,"96,164","27,832","28,527",0,"20,722","110,671"
2013,Q2,岡山県,"317,492","83,078","61,411",428,"63,001","364,265"
2013,Q2,広島県,"542,276","137,324","33,475",456,"118,564","503,569"
2013,Q2,山口県,"192,617","64,844","99,679",78,"47,097","238,604"
2013,Q2,徳島県,"146,383","28,433","7,358",128,"17,630","137,664"
2013,Q2,香川県,"175,038","51,769","12,797",165,"27,308","179,039"
2013,Q2,愛媛県,"201,498","65,744","45,189",353,"41,155","239,530"
2013,Q2,高知県,"110,901","33,362","3,957",662,"16,269","119,031"
2013,Q2,福岡県,"899,727","203,126","261,487",60,"177,412","1,050,120"
2013,Q2,佐賀県,"80,381","34,838","33,348",0,"19,846","159,037"
2013,Q2,長崎県,"158,073","67,095","57,504",555,"35,455","246,725"
2013,Q2,熊本県,"249,430","74,986","31,159",347,"45,845","327,747"
2013,Q2,大分県,"162,118","39,561","63,314",41,"33,107","205,627"
2013,Q2,宮崎県,"132,034","39,451","53,169",416,"30,637","177,538"
2013,Q2,鹿児島県,"225,400","80,067","5,473",362,"42,273","277,610"
2013,Q2,沖縄県,"203,370","43,126","22,722","1,435","52,153","243,221"
2013,Q3,都道府県計,"24,645,022","4,924,093","6,045,674","8,415","6,367,909","31,998,295"
2013,Q3,北海道,"989,910","220,007","144,035","2,068","178,841","1,105,483"
2013,Q3,青森県,"182,582","60,957","13,868",1,"37,901","233,617"
2013,Q3,岩手県,"192,622","54,849","10,613",87,"33,988","239,190"
2013,Q3,宮城県,"451,786","84,448","52,422",6,"91,154","480,911"
2013,Q3,秋田県,"153,436","41,427","23,731",0,"25,921","180,567"
2013,Q3,山形県,"184,954","43,678","14,132",0,"29,494","210,894"
2013,Q3,福島県,"336,864","70,130",206,69,"65,112","381,940"
2013,Q3,茨城県,"501,580","121,287","81,291",0,"79,882","698,870"
2013,Q3,栃木県,"378,391","65,586","40,878",0,"51,741","466,648"
2013,Q3,群馬県,"388,285","70,006","31,003",0,"50,532","456,307"
2013,Q3,埼玉県,"1,363,755","278,750","451,950",0,"301,565","1,801,983"
2013,Q3,千葉県,"1,263,895","233,086","348,117",0,"254,119","1,535,472"
2013,Q3,東京都,"3,509,665","617,172","1,000,747",3,"2,106,146","5,606,109"
2013,Q3,神奈川県,"2,020,065","367,849","735,643",1,"475,431","2,471,768"
2013,Q3,新潟県,"418,852","84,102","39,536",7,"42,783","489,128"
2013,Q3,富山県,"137,799","36,551","92,947",300,"32,195","208,285"
2013,Q3,石川県,"198,763","47,847","38,096",40,"33,777","249,054"
2013,Q3,福井県,"109,967","23,054","63,638",7,"21,473","173,542"
2013,Q3,山梨県,"161,293","29,750","19,925",28,"20,944","215,563"
2013,Q3,長野県,"362,576","85,467","93,020",0,"50,450","422,880"
2013,Q3,岐阜県,"331,101","71,872","90,569",180,"68,379","458,324"
2013,Q3,静岡県,"759,961","204,057","23,460",140,"130,666","834,536"
2013,Q3,愛知県,"1,497,007","240,470","335,384",5,"376,825","1,729,147"
2013,Q3,三重県,"246,332","53,204","169,530",106,"58,822","440,364"
2013,Q3,滋賀県,"317,473","36,187","25,810",0,"44,567","354,598"
2013,Q3,京都府,"629,415","101,194","53,688",0,"112,440","623,235"
2013,Q3,大阪府,"1,988,178","277,883","774,451",5,"428,528","2,370,636"
2013,Q3,兵庫県,"1,053,764","181,501","345,445",0,"230,271","1,358,677"
2013,Q3,奈良県,"288,938","46,268","43,456",0,"48,281","326,784"
2013,Q3,和歌山県,"185,137","24,088","44,631",0,"26,548","234,406"
2013,Q3,鳥取県,"77,327","20,592","31,205",0,"18,513","112,198"
2013,Q3,島根県,"98,092","26,655","28,535",0,"21,525","135,017"
2013,Q3,岡山県,"323,439","80,073","58,602",421,"68,954","436,865"
2013,Q3,広島県,"549,646","131,226","33,229",470,"128,307","613,561"
2013,Q3,山口県,"196,703","62,489","99,103",77,"50,172","290,670"
2013,Q3,徳島県,"148,832","27,179","6,986",113,"18,255","164,964"
2013,Q3,香川県,"179,655","49,177","11,925",147,"30,108","216,554"
2013,Q3,愛媛県,"205,938","62,803","45,471",351,"43,128","290,574"
2013,Q3,高知県,"112,560","32,116","3,919",662,"16,634","145,273"
2013,Q3,福岡県,"909,119","194,611","262,049",58,"192,788","1,251,368"
2013,Q3,佐賀県,"82,642","33,254","33,066",0,"21,344","189,620"
2013,Q3,長崎県,"163,010","65,446","57,164",506,"37,240","295,997"
2013,Q3,熊本県,"254,467","71,849","31,086",346,"49,211","392,565"
2013,Q3,大分県,"166,709","38,346","60,646",40,"34,724","247,701"
2013,Q3,宮崎県,"135,124","37,729","53,011",377,"32,248","217,252"
2013,Q3,鹿児島県,"229,450","77,179","5,365",356,"43,495","339,242"
2013,Q3,沖縄県,"207,963","40,642","22,090","1,438","52,487","299,956"
2013,Q4,都道府県計,"25,025,093","4,701,828","6,062,839","8,049","6,798,270","38,758,260"
2013,Q4,北海道,"1,006,848","206,666","144,844","2,015","183,506","1,347,384"
2013,Q4,青森県,"189,591","56,728","13,815",1,"39,424","282,402"
2013,Q4,岩手県,"199,177","51,260","10,491",75,"35,281","285,981"
2013,Q4,宮城県,"459,489","80,470","53,215",11,"98,054","580,571"
2013,Q4,秋田県,"158,026","38,895","23,740",0,"27,456","215,528"
2013,Q4,山形県,"188,550","41,615","13,971",0,"31,028","252,381"
2013,Q4,福島県,"344,074","67,119",149,70,"67,510","460,070"
