@Caption,ブロードバンドサービス等の契約数の推移,,,,,,,
@Creator,総合通信基盤局電気通信事業部データ通信課,,,,,,,
@Date,2021/6/30,,,,,,,
@Language,ja,,,,,,,
@@Title,,,,,,,,
西暦年,四半期,都道府県名,FTTH,DSL,CATV,FWA,BWA,LTE
@@Unit,,,,,,,,
年,期末,,契約数,契約数,契約数,契約数,契約数,契約数
@@Datatype,,,,,,,,
xsd:string,xsd:string,xsd:string,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer
2009,Q3,福井県,"65,328","45,104","61,303",9,104,-
2009,Q3,山梨県,"93,335","70,015","22,626",39,13,-
2009,Q3,長野県,"210,204","166,035","93,295",0,8,-
2009,Q3,岐阜県,"192,868","150,738","93,112",382,21,-
2009,Q3,静岡県,"459,892","411,491","44,701",301,23,-
2009,Q3,愛知県,"993,216","554,910","343,536",30,599,-
2009,Q3,三重県,"139,058","101,947","183,159",163,20,-
2009,Q3,滋賀県,"228,986","84,564","20,510",1,10,-
2009,Q3,京都府,"448,556","238,291","19,314",1,138,-
2009,Q3,大阪府,"1,472,799","675,889","429,441",14,"2,003",-
2009,Q3,兵庫県,"741,711","401,471","220,383",2,192,-
2009,Q3,奈良県,"197,135","107,961","33,715",0,22,-
2009,Q3,和歌山県,"128,074","53,301","29,074",0,5,-
2009,Q3,鳥取県,"47,055","38,992","26,674",0,3,-
2009,Q3,島根県,"48,703","53,456","25,696",81,1,-
2009,Q3,岡山県,"198,783","153,253","62,622","1,114",75,-
2009,Q3,広島県,"371,288","242,868","33,159",438,21,-
2009,Q3,山口県,"113,909","107,406","81,997",117,0,-
2009,Q3,徳島県,"86,123","57,646","13,927",230,2,-
2009,Q3,香川県,"91,041","99,339","19,332",417,12,-
2009,Q3,愛媛県,"119,995","117,837","38,803",162,772,-
2009,Q3,高知県,"62,084","58,455","5,957",211,0,-
2009,Q3,福岡県,"658,363","373,387","130,648",150,40,-
2009,Q3,佐賀県,"46,645","54,201","29,103",0,11,-
2009,Q3,長崎県,"93,882","103,322","51,954",536,2,-
2009,Q3,熊本県,"164,364","116,285","30,130",797,5,-
2009,Q3,大分県,"102,082","66,153","63,403",117,11,-
2009,Q3,宮崎県,"84,739","60,831","50,033",466,1,-
2009,Q3,鹿児島県,"141,736","118,603","5,629",149,6,-
2009,Q3,沖縄県,"119,767","85,104","26,057",956,17,-
2009,Q4,都道府県計,"17,207,683","10,134,406","4,299,910","12,846","65,544",-
2009,Q4,北海道,"658,254","434,313","80,490","2,238",219,-
2009,Q4,青森県,"92,078","113,102","14,405",183,6,-
2009,Q4,岩手県,"107,171","102,025","10,301",0,9,-
2009,Q4,宮城県,"274,989","195,722","36,330",82,175,-
2009,Q4,秋田県,"81,245","85,047","22,300",0,7,-
2009,Q4,山形県,"105,336","91,866","14,652",0,3,-
2009,Q4,福島県,"191,836","149,826",907,1,11,-
2009,Q4,茨城県,"287,291","270,782","50,494",0,105,-
2009,Q4,栃木県,"215,509","159,783","48,306",0,44,-
2009,Q4,群馬県,"236,309","170,542","20,286",1,"7,597",-
2009,Q4,埼玉県,"984,451","592,352","283,210",406,928,-
2009,Q4,千葉県,"908,694","520,802","223,662",311,893,-
2009,Q4,東京都,"2,863,417","1,267,123","603,287",653,"38,532",-
2009,Q4,神奈川県,"1,512,652","819,842","419,039","1,267","2,739",-
2009,Q4,新潟県,"232,500","201,759","30,021",3,16,-
2009,Q4,富山県,"81,661","67,476","89,925",394,16,-
2009,Q4,石川県,"129,754","89,530","36,530",147,47,-
2009,Q4,福井県,"67,792","44,027","61,959",10,106,-
2009,Q4,山梨県,"98,655","67,184","22,529",43,17,-
2009,Q4,長野県,"223,057","159,211","93,736",0,13,-
2009,Q4,岐阜県,"201,731","145,490","94,223",367,64,-
2009,Q4,静岡県,"486,785","396,720","42,605",298,106,-
2009,Q4,愛知県,"1,035,356","531,749","344,779",29,"1,076",-
2009,Q4,三重県,"145,165","99,503","184,705",169,63,-
2009,Q4,滋賀県,"236,017","80,683","21,244",0,17,-
2009,Q4,京都府,"463,515","229,241","19,918",1,221,-
2009,Q4,大阪府,"1,523,381","645,120","437,460",8,"10,258",-
2009,Q4,兵庫県,"768,821","384,006","224,388",2,307,-
2009,Q4,奈良県,"204,772","102,994","34,134",0,36,-
2009,Q4,和歌山県,"132,882","50,908","29,334",0,11,-
2009,Q4,鳥取県,"48,880","38,143","27,253",0,2,-
2009,Q4,島根県,"51,278","53,104","26,456",76,2,-
2009,Q4,岡山県,"207,888","148,669","63,169","1,078",141,-
2009,Q4,広島県,"385,810","236,484","33,645",458,146,-
2009,Q4,山口県,"119,291","105,412","82,590",116,11,-
2009,Q4,徳島県,"90,799","55,859","13,017",233,10,-
2009,Q4,香川県,"95,896","97,454","18,839",416,38,-
2009,Q4,愛媛県,"126,766","114,384","40,055",177,"1,202",-
2009,Q4,高知県,"64,666","57,856","5,985",182,1,-
2009,Q4,福岡県,"683,466","362,132","132,557",147,264,-
2009,Q4,佐賀県,"48,572","53,661","29,837",0,30,-
2009,Q4,長崎県,"97,335","102,052","52,857",568,8,-
2009,Q4,熊本県,"169,734","114,844","30,934",800,7,-
2009,Q4,大分県,"105,658","65,045","64,679",114,5,-
2009,Q4,宮崎県,"88,049","59,988","50,793",761,7,-
2009,Q4,鹿児島県,"147,175","117,478","5,728",139,15,-
2009,Q4,沖縄県,"125,344","83,113","26,357",968,13,-
2010,Q1,都道府県計,"17,800,763","9,735,055","5,313,849","11,633","152,669",-
2010,Q1,北海道,"680,279","419,651","127,496","2,215",558,-
2010,Q1,青森県,"96,170","111,334","14,351",187,23,-
2010,Q1,岩手県,"113,422","98,197","10,359",0,19,-
2010,Q1,宮城県,"286,616","188,189","36,663",3,335,-
2010,Q1,秋田県,"84,429","83,310","22,658",0,20,-
2010,Q1,山形県,"109,633","88,966","14,503",0,23,-
2010,Q1,福島県,"203,022","144,095",905,1,33,-
2010,Q1,茨城県,"302,353","261,002","70,483",0,222,-
2010,Q1,栃木県,"228,390","151,715","48,416",0,137,-
2010,Q1,群馬県,"246,562","163,977","26,294",1,"17,296",-
2010,Q1,埼玉県,"1,023,575","564,587","365,175",255,"1,450",-
2010,Q1,千葉県,"940,889","497,501","313,789",217,"1,253",-
2010,Q1,東京都,"2,930,195","1,209,052","783,695",392,"101,845",-
2010,Q1,神奈川県,"1,557,383","781,788","555,798",770,"3,868",-
2010,Q1,新潟県,"245,208","192,781","32,006",5,55,-
2010,Q1,富山県,"83,825","66,557","90,493",430,35,-
2010,Q1,石川県,"133,768","87,226","36,736",141,95,-
2010,Q1,福井県,"70,206","42,856","62,316",10,192,-
2010,Q1,山梨県,"102,397","64,173","22,411",48,38,-
2010,Q1,長野県,"233,451","153,496","93,099",0,48,-
2010,Q1,岐阜県,"208,667","140,457","96,654",356,130,-
2010,Q1,静岡県,"510,295","384,982","40,429",298,247,-
2010,Q1,愛知県,"1,072,466","508,630","344,969",22,"1,838",-
2010,Q1,三重県,"150,382","96,533","184,913",170,127,-
2010,Q1,滋賀県,"242,824","76,776","21,804",0,56,-
2010,Q1,京都府,"478,375","216,407","32,125",1,402,-
2010,Q1,大阪府,"1,575,267","611,768","657,458",6,"18,593",-
2010,Q1,兵庫県,"798,041","365,287","305,492",1,556,-
2010,Q1,奈良県,"213,310","97,973","34,384",0,87,-
2010,Q1,和歌山県,"137,768","48,199","42,390",0,31,-
2010,Q1,鳥取県,"49,796","37,248","27,885",0,10,-
2010,Q1,島根県,"53,137","51,902","27,058",75,17,-
2010,Q1,岡山県,"215,819","142,742","63,475","1,007",267,-
2010,Q1,広島県,"396,712","229,189","33,878",411,253,-
2010,Q1,山口県,"124,049","103,069","95,429",116,39,-
2010,Q1,徳島県,"96,360","52,942","12,559",244,28,-
2010,Q1,香川県,"100,142","95,741","18,308",420,79,-
2010,Q1,愛媛県,"131,063","111,100","41,242",179,"1,555",-
2010,Q1,高知県,"66,437","57,822","5,991",169,12,-
2010,Q1,福岡県,"702,953","350,125","237,002",139,481,-
2010,Q1,佐賀県,"49,778","53,070","30,367",0,77,-
2010,Q1,長崎県,"101,423","99,645","53,066",553,36,-
2010,Q1,熊本県,"173,781","113,360","31,387",799,42,-
2010,Q1,大分県,"108,286","63,713","65,144",110,38,-
2010,Q1,宮崎県,"90,658","58,828","50,729",802,19,-
2010,Q1,鹿児島県,"152,191","116,762","5,746",120,48,-
2010,Q1,沖縄県,"129,010","80,332","26,319",960,56,-
2010,Q2,都道府県計,"18,552,958","9,360,965","5,375,006","11,574","216,634",-
2010,Q2,北海道,"718,175","407,985","124,025","1,940",750,-
2010,Q2,青森県,"103,336","109,538","14,454",184,32,-
2010,Q2,岩手県,"120,747","95,527","10,383",0,39,-
2010,Q2,宮城県,"304,018","180,832","40,734",0,393,-
2010,Q2,秋田県,"89,347","81,880","22,603",0,31,-
2010,Q2,山形県,"115,994","86,978","15,009",0,39,-
2010,Q2,福島県,"214,281","140,618",951,1,49,-
2010,Q2,茨城県,"318,692","253,842","71,470",0,325,-
2010,Q2,栃木県,"242,449","144,963","48,391",0,190,-
2010,Q2,群馬県,"258,999","158,274","27,069",1,"31,330",-
2010,Q2,埼玉県,"1,066,023","541,188","374,410",170,"2,060",-
2010,Q2,千葉県,"979,077","476,960","311,139",181,"1,605",-
2010,Q2,東京都,"3,016,503","1,145,601","784,898",298,"137,529",-
2010,Q2,神奈川県,"1,619,102","748,179","571,679",569,"4,560",-
2010,Q2,新潟県,"259,264","186,067","34,008",5,84,-
2010,Q2,富山県,"87,696","65,429","90,949",441,53,-
2010,Q2,石川県,"140,158","85,233","36,595",140,144,-
2010,Q2,福井県,"73,092","41,768","63,345",9,254,-
2010,Q2,山梨県,"109,007","61,597","22,261",46,56,-
2010,Q2,長野県,"246,052","149,113","93,671",0,86,-
2010,Q2,岐阜県,"220,245","135,057","96,268",342,189,-
2010,Q2,静岡県,"518,217","374,039","39,436",298,345,-
2010,Q2,愛知県,"1,115,602","483,994","350,825",9,"2,435",-
2010,Q2,三重県,"157,018","93,326","186,377",171,162,-
2010,Q2,滋賀県,"252,591","72,492","22,937",0,86,-
2010,Q2,京都府,"502,381","205,805","34,849",1,556,-
2010,Q2,大阪府,"1,631,371","577,975","664,420",2,"28,205",-
2010,Q2,兵庫県,"830,457","351,808","308,864",1,856,-
2010,Q2,奈良県,"223,275","92,820","34,319",0,116,-
2010,Q2,和歌山県,"143,750","45,167","42,773",0,47,-
2010,Q2,鳥取県,"52,475","36,343","28,555",0,16,-
2010,Q2,島根県,"56,199","51,005","27,568",71,23,-
2010,Q2,岡山県,"226,546","138,133","64,809",999,348,-
2010,Q2,広島県,"414,287","222,221","34,289",427,352,-
2010,Q2,山口県,"131,661","100,386","96,370",113,80,-
2010,Q2,徳島県,"104,226","49,979","12,214",241,74,-
2010,Q2,香川県,"106,030","93,746","17,797",405,107,-
2010,Q2,愛媛県,"137,686","107,617","42,628",343,"1,943",-
2010,Q2,高知県,"70,294","56,283","6,061",430,15,-
2010,Q2,福岡県,"732,054","338,082","236,561",124,637,-
2010,Q2,佐賀県,"52,078","52,219","31,081",0,84,-
2010,Q2,長崎県,"107,252","97,098","55,108",601,52,-
2010,Q2,熊本県,"183,135","111,196","31,490",795,63,-
2010,Q2,大分県,"112,853","61,871","66,965",108,49,-
2010,Q2,宮崎県,"94,834","57,500","52,161",795,35,-
2010,Q2,鹿児島県,"159,123","115,855","5,754",103,66,-
2010,Q2,沖縄県,"135,306","77,376","26,483","1,210",84,-
2010,Q3,都道府県計,"19,105,332","8,990,378","5,526,039","10,930","340,236",-
2010,Q3,北海道,"743,432","394,990","124,602","1,511",960,-
2010,Q3,青森県,"108,258","107,791","14,419",176,58,-
2010,Q3,岩手県,"124,993","93,555","10,516",0,61,-
2010,Q3,宮城県,"314,155","174,020","44,524",0,559,-
2010,Q3,秋田県,"93,086","79,943","22,746",0,50,-
2010,Q3,山形県,"120,276","84,817","14,959",0,118,-
2010,Q3,福島県,"221,777","137,126",955,1,144,-
2010,Q3,茨城県,"330,314","247,104","75,783",0,477,-
2010,Q3,栃木県,"253,957","138,536","48,771",0,303,-
2010,Q3,群馬県,"270,112","151,758","28,621",1,"49,300",-
2010,Q3,埼玉県,"1,095,647","518,636","387,116",141,"2,782",-
2010,Q3,千葉県,"1,005,629","457,875","318,044",162,"2,260",-
2010,Q3,東京都,"3,069,145","1,095,470","822,835",239,"213,887",-
2010,Q3,神奈川県,"1,661,375","715,111","598,531",463,"6,818",-
2010,Q3,新潟県,"268,467","179,777","34,963",5,110,-
2010,Q3,富山県,"91,348","63,476","91,592",445,97,-
2010,Q3,石川県,"145,491","82,424","36,880",136,225,-
2010,Q3,福井県,"76,646","40,130","63,637",9,310,-
2010,Q3,山梨県,"113,263","59,327","22,207",44,86,-
2010,Q3,長野県,"255,362","144,594","92,227",0,138,-
2010,Q3,岐阜県,"228,773","130,453","96,892",336,282,-
2010,Q3,静岡県,"540,540","363,114","37,011",292,557,-
2010,Q3,愛知県,"1,149,564","459,557","352,920",7,"3,053",-
2010,Q3,三重県,"162,790","90,245","187,032",171,240,-
2010,Q3,滋賀県,"258,941","68,672","23,510",0,119,-
2010,Q3,京都府,"517,778","194,552","38,285",1,817,-
2010,Q3,大阪府,"1,676,345","544,965","701,592",1,"49,581",-
2010,Q3,兵庫県,"855,505","331,000","309,299",1,"1,262",-
2010,Q3,奈良県,"231,309","87,947","34,383",0,179,-
2010,Q3,和歌山県,"148,505","42,885","43,275",0,75,-
2010,Q3,鳥取県,"54,254","35,687","29,028",0,31,-
2010,Q3,島根県,"57,956","49,936","27,908",69,33,-
2010,Q3,岡山県,"232,956","133,271","65,846",993,421,-
2010,Q3,広島県,"428,123","214,281","35,559",427,508,-
2010,Q3,山口県,"136,126","98,093","99,275",110,143,-
2010,Q3,徳島県,"108,769","47,805","11,779",238,140,-
2010,Q3,香川県,"110,143","91,804","17,402",390,122,-
2010,Q3,愛媛県,"142,046","104,452","44,111",339,"2,191",-
2010,Q3,高知県,"73,860","55,340","4,868",428,34,-
2010,Q3,福岡県,"753,063","324,109","241,933",115,928,-
2010,Q3,佐賀県,"53,786","51,474","32,269",0,157,-
2010,Q3,長崎県,"111,709","94,814","55,343",610,86,-
2010,Q3,熊本県,"188,792","108,654","31,859",797,100,-
2010,Q3,大分県,"116,961","60,227","65,970",106,127,-
2010,Q3,宮崎県,"98,117","56,267","52,221",790,60,-
2010,Q3,鹿児島県,"164,082","114,154","6,004",98,104,-
2010,Q3,沖縄県,"141,806","70,160","26,537","1,278",143,-
2010,Q4,都道府県計,"19,755,721","8,593,231","5,663,741","11,170","528,764",-
2010,Q4,北海道,"770,216","380,890","124,217","1,672","1,910",-
2010,Q4,青森県,"114,712","104,991","14,523",175,94,-
2010,Q4,岩手県,"130,051","91,361","10,655",0,99,-
2010,Q4,宮城県,"327,205","165,898","49,455",0,617,-
2010,Q4,秋田県,"98,755","77,244","22,990",0,64,-
2010,Q4,山形県,"127,308","80,572","15,034",0,130,-
2010,Q4,福島県,"230,500","132,917",985,1,201,-
2010,Q4,茨城県,"343,511","239,769","76,795",0,711,-
2010,Q4,栃木県,"266,584","131,741","48,363",24,451,-
2010,Q4,群馬県,"283,757","143,453","29,275",13,"60,181",-
2010,Q4,埼玉県,"1,134,134","492,119","399,638",129,"3,669",-
2010,Q4,千葉県,"1,032,294","437,469","317,794",144,"3,096",-
2010,Q4,東京都,"3,130,320","1,042,318","861,539",208,"323,309",-
2010,Q4,神奈川県,"1,711,236","676,754","618,007",404,"9,333",-
2010,Q4,新潟県,"283,369","171,326","36,766",5,140,-
2010,Q4,富山県,"95,748","60,883","92,065",447,148,-
2010,Q4,石川県,"151,688","79,349","37,244",130,308,-
2010,Q4,福井県,"80,352","38,262","64,051",9,360,-
2010,Q4,山梨県,"118,715","56,367","22,060",44,123,-
2010,Q4,長野県,"266,550","138,579","94,257",0,206,-
2010,Q4,岐阜県,"239,458","123,992","97,444",328,396,-
2010,Q4,静岡県,"567,593","349,565","33,022",289,864,-
2010,Q4,愛知県,"1,196,595","432,264","354,163",3,"4,210",-
2010,Q4,三重県,"170,997","85,607","187,628",176,386,-
2010,Q4,滋賀県,"265,949","64,938","24,337",0,196,-
2010,Q4,京都府,"535,482","183,005","39,317",1,"1,197",-
2010,Q4,大阪府,"1,725,444","513,075","743,096",1,"106,217",-
2010,Q4,兵庫県,"882,419","314,637","312,948",0,"1,875",-
2010,Q4,奈良県,"240,128","83,087","34,615",0,272,-
2010,Q4,和歌山県,"153,615","40,442","43,353",0,111,-
2010,Q4,鳥取県,"56,549","34,357","29,584",0,50,-
2010,Q4,島根県,"59,891","49,116","28,183",71,50,-
2010,Q4,岡山県,"241,660","128,165","66,790",983,555,-
2010,Q4,広島県,"442,480","206,577","35,686",427,713,-
2010,Q4,山口県,"140,982","95,545","100,917",110,217,-
2010,Q4,徳島県,"113,317","45,787","11,465",230,188,-
2010,Q4,香川県,"115,282","89,511","16,953",389,163,-
2010,Q4,愛媛県,"148,142","101,069","45,071",336,"2,439",-
2010,Q4,高知県,"77,648","54,025","4,633",429,43,-
2010,Q4,福岡県,"773,808","310,512","245,161",111,"1,329",-
2010,Q4,佐賀県,"56,603","49,707","32,430",0,249,-
2010,Q4,長崎県,"116,629","93,193","56,245",617,127,-
2010,Q4,熊本県,"196,254","106,496","32,068",789,169,-
2010,Q4,大分県,"120,594","58,662","67,744",103,"1,139",-
2010,Q4,宮崎県,"101,457","55,006","52,512",796,88,-
2010,Q4,鹿児島県,"169,748","112,148","6,106",327,145,-
2010,Q4,沖縄県,"149,992","70,481","26,557","1,249",226,-
2011,Q1,都道府県計,"20,216,881","8,200,919","5,672,107","10,377","811,394",-
2011,Q1,北海道,"782,929","368,666","123,980","1,714","2,277",-
2011,Q1,青森県,"118,149","101,831","14,439",155,156,-
2011,Q1,岩手県,"131,870","90,718","10,733",0,142,-
2011,Q1,宮城県,"334,026","158,546","43,948",0,746,-
2011,Q1,秋田県,"102,767","73,669","23,208",0,104,-
2011,Q1,山形県,"130,713","76,586","14,934",0,115,-
2011,Q1,福島県,"237,904","127,236",987,1,282,-
2011,Q1,茨城県,"353,630","229,826","76,415",0,"1,073",-
2011,Q1,栃木県,"276,379","124,570","47,905",33,655,-
2011,Q1,群馬県,"292,600","134,294","27,906",19,"75,324",-
2011,Q1,埼玉県,"1,160,755","466,548","397,611",115,"5,426",-
2011,Q1,千葉県,"1,050,729","416,029","305,549",121,"4,448",-
2011,Q1,東京都,"3,158,643","994,991","871,957",171,"495,151",-
2011,Q1,神奈川県,"1,737,561","641,103","632,252",334,"12,740",-
2011,Q1,新潟県,"294,184","162,865","38,260",4,256,-
2011,Q1,富山県,"99,770","58,344","92,613",458,203,-
2011,Q1,石川県,"156,699","75,932","37,590",129,431,-
2011,Q1,福井県,"83,446","36,826","64,017",9,428,-
2011,Q1,山梨県,"121,419","54,018","22,554",40,177,-
2011,Q1,長野県,"271,341","134,340","94,539",0,371,-
2011,Q1,岐阜県,"248,307","118,677","98,234",323,536,-
2011,Q1,静岡県,"587,973","336,562","31,183",276,"1,359",-
2011,Q1,愛知県,"1,232,937","406,901","353,677",3,"5,963",-
2011,Q1,三重県,"176,121","82,501","187,842",167,548,-
2011,Q1,滋賀県,"270,846","61,675","24,841",0,333,-
2011,Q1,京都府,"547,410","171,649","39,159",1,"1,966",-
2011,Q1,大阪府,"1,768,658","485,169","744,003",1,"186,659",-
2011,Q1,兵庫県,"905,554","298,235","314,266",0,"2,800",-
2011,Q1,奈良県,"247,502","78,756","34,832",0,430,-
2011,Q1,和歌山県,"157,749","38,169","43,014",0,175,-
2011,Q1,鳥取県,"60,335","31,525","30,018",0,91,-
2011,Q1,島根県,"64,923","45,278","28,475",71,91,-
2011,Q1,岡山県,"250,086","121,416","67,613",827,757,-
2011,Q1,広島県,"451,894","198,980","35,585",438,"1,040",-
2011,Q1,山口県,"146,053","92,098","100,958",120,332,-
2011,Q1,徳島県,"116,605","43,350","10,944",219,266,-
2011,Q1,香川県,"120,616","86,360","16,404",387,264,-
2011,Q1,愛媛県,"154,815","96,198","45,500",333,"2,457",-
2011,Q1,高知県,"83,199","50,659","3,926",429,69,-
2011,Q1,福岡県,"789,641","300,311","246,342",101,"1,912",-
2011,Q1,佐賀県,"58,831","48,331","32,729",0,292,-
2011,Q1,長崎県,"121,321","89,536","56,317",592,187,-
2011,Q1,熊本県,"202,458","104,030","32,331",407,256,-
2011,Q1,大分県,"123,209","57,086","68,377",101,"1,426",-
2011,Q1,宮崎県,"104,282","53,984","51,709",789,142,-
2011,Q1,鹿児島県,"173,921","109,411","6,111",277,199,-
2011,Q1,沖縄県,"156,121","67,134","26,320","1,212",339,-
2011,Q2,都道府県計,"20,930,098","7,789,381","5,732,193","10,499","1,036,083",-
2011,Q2,北海道,"814,014","353,006","132,705","2,079","3,015",-
2011,Q2,青森県,"125,890","99,093","14,478",131,225,-
2011,Q2,岩手県,"135,704","87,111","10,974",0,191,-
2011,Q2,宮城県,"340,182","149,911","40,678",0,"2,225",-
2011,Q2,秋田県,"108,838","71,282","23,296",0,204,-
2011,Q2,山形県,"140,114","72,030","15,180",0,193,-
2011,Q2,福島県,"244,305","121,519","1,011",1,437,-
2011,Q2,茨城県,"371,685","219,142","77,015",0,"1,770",-
2011,Q2,栃木県,"289,329","117,306","47,566",37,"1,074",-
2011,Q2,群馬県,"306,081","127,555","27,504",19,"4,016",-
2011,Q2,埼玉県,"1,196,521","443,140","402,147",99,"9,387",-
2011,Q2,千葉県,"1,088,094","390,781","310,265",105,"10,932",-
2011,Q2,東京都,"3,242,553","941,950","886,205",139,"713,404",-
2011,Q2,神奈川県,"1,790,436","604,545","649,613",261,"21,541",-
2011,Q2,新潟県,"309,088","154,435","39,768",4,434,-
2011,Q2,富山県,"103,417","56,337","92,808",360,786,-
2011,Q2,石川県,"163,130","72,805","37,656",115,886,-
2011,Q2,福井県,"86,640","35,799","64,174",9,564,-
2011,Q2,山梨県,"127,178","51,968","22,347",29,201,-
2011,Q2,長野県,"284,512","131,102","94,774",0,601,-
2011,Q2,岐阜県,"258,152","112,881","99,692",310,"1,862",-
2011,Q2,静岡県,"608,924","322,763","30,832",267,"3,037",-
2011,Q2,愛知県,"1,273,714","381,959","356,178",3,"14,982",-
2011,Q2,三重県,"182,421","80,361","188,496",150,977,-
2011,Q2,滋賀県,"279,729","57,891","25,275",0,456,-
2011,Q2,京都府,"567,777","160,143","38,935",1,"2,758",-
2011,Q2,大阪府,"1,817,179","444,271","743,106",1,"215,017",-
2011,Q2,兵庫県,"934,615","289,783","311,999",0,"6,592",-
2011,Q2,奈良県,"254,989","73,961","34,909",0,662,-
2011,Q2,和歌山県,"162,375","35,336","42,976",0,256,-
2011,Q2,鳥取県,"63,653","29,469","30,668",0,155,-
2011,Q2,島根県,"73,085","42,334","28,954",36,116,-
2011,Q2,岡山県,"259,587","116,441","68,449",784,"1,171",-
2011,Q2,広島県,"468,744","191,863","35,596",428,"3,002",-
2011,Q2,山口県,"154,096","88,179","100,974",117,495,-
2011,Q2,徳島県,"122,295","41,342","10,791",209,433,-
2011,Q2,香川県,"129,895","81,455","15,852",372,527,-
2011,Q2,愛媛県,"163,578","92,241","46,420",374,"2,749",-
2011,Q2,高知県,"88,461","47,927","3,924",633,132,-
2011,Q2,福岡県,"813,660","288,394","247,889",95,"4,405",-
2011,Q2,佐賀県,"60,920","50,183","34,553",0,325,-
2011,Q2,長崎県,"129,361","81,318","57,559",570,239,-
2011,Q2,熊本県,"211,589","100,890","32,417",405,757,-
2011,Q2,大分県,"130,248","54,467","69,980",96,"1,723",-
2011,Q2,宮崎県,"109,563","51,684","53,218",737,226,-
2011,Q2,鹿児島県,"180,836","107,054","6,200",293,360,-
2011,Q2,沖縄県,"162,941","63,974","26,187","1,230",583,-
2011,Q3,都道府県計,"21,430,122","7,412,349","5,776,942","9,873","1,244,153",-
2011,Q3,北海道,"841,595","336,546","134,541","2,148","19,739",-
2011,Q3,青森県,"133,854","94,820","14,464",112,"2,138",-
2011,Q3,岩手県,"142,718","84,177","11,000",26,"2,306",-
2011,Q3,宮城県,"359,622","141,127","38,952",0,"11,075",-
2011,Q3,秋田県,"112,716","69,060","23,476",0,"1,553",-
2011,Q3,山形県,"147,035","67,967","15,173",0,"1,840",-
2011,Q3,福島県,"254,783","116,734","1,027",0,"4,386",-
2011,Q3,茨城県,"388,295","208,034","77,298",0,"8,725",-
2011,Q3,栃木県,"300,373","110,381","47,254",37,"6,251",-
2011,Q3,群馬県,"316,046","121,031","27,869",20,"9,555",-
2011,Q3,埼玉県,"1,219,717","419,625","409,058",44,"52,152",-
2011,Q3,千葉県,"1,109,279","370,391","309,576",41,"44,641",-
2011,Q3,東京都,"3,271,438","901,249","898,461",59,"567,557",-
2011,Q3,神奈川県,"1,822,085","561,930","662,279",113,"109,638",-
2011,Q3,新潟県,"321,353","147,221","40,732",4,"3,611",-
2011,Q3,富山県,"108,030","54,071","93,515",312,"3,756",-
2011,Q3,石川県,"167,764","69,667","37,707",86,"4,569",-
2011,Q3,福井県,"89,604","34,292","64,329",9,"2,126",-
2011,Q3,山梨県,"130,932","49,783","22,174",27,"1,729",-
2011,Q3,長野県,"292,580","126,956","95,055",0,"4,899",-
2011,Q3,岐阜県,"265,156","108,052","100,331",290,"7,731",-
2011,Q3,静岡県,"627,446","308,789","30,264",234,"15,799",-
2011,Q3,愛知県,"1,304,248","361,342","356,011",3,"63,672",-
2011,Q3,三重県,"187,044","77,034","188,762",133,"6,618",-
2011,Q3,滋賀県,"285,074","54,901","25,801",0,"4,381",-
2011,Q3,京都府,"579,243","151,239","40,147",1,"22,817",-
2011,Q3,大阪府,"1,850,152","414,191","748,658",1,"103,470",-
2011,Q3,兵庫県,"954,245","278,195","313,757",0,"32,183",-
2011,Q3,奈良県,"260,370","70,038","35,440",0,"5,044",-
2011,Q3,和歌山県,"165,657","34,403","42,159",0,"1,861",-
2011,Q3,鳥取県,"64,701","28,622","30,945",0,"1,725",-
2011,Q3,島根県,"76,118","39,932","28,951",31,"1,660",-
2011,Q3,岡山県,"267,357","111,714","68,308",749,"10,986",-
2011,Q3,広島県,"481,297","184,013","35,386",440,"25,781",-
2011,Q3,山口県,"159,172","85,450","100,554",112,"7,095",-
2011,Q3,徳島県,"126,080","39,462","10,431",201,"2,233",-
2011,Q3,香川県,"135,739","77,978","15,556",353,"3,577",-
2011,Q3,愛媛県,"170,799","88,074","48,532",370,"6,526",-
2011,Q3,高知県,"92,172","45,624","4,392",629,"1,235",-
2011,Q3,福岡県,"828,430","275,315","248,255",86,"33,373",-
2011,Q3,佐賀県,"63,362","45,394","34,822",0,"1,790",-
2011,Q3,長崎県,"133,442","83,828","57,934",544,"2,225",-
2011,Q3,熊本県,"216,539","98,236","32,790",319,"4,141",-
2011,Q3,大分県,"135,767","51,925","69,068",87,"4,220",-
2011,Q3,宮崎県,"112,477","50,423","53,419",735,"2,165",-
2011,Q3,鹿児島県,"189,827","102,007","6,290",292,"3,098",-
2011,Q3,沖縄県,"168,389","61,106","26,039","1,225","6,501",-
2011,Q4,都道府県計,"21,900,171","7,057,939","5,905,346","9,490","1,696,415",-
2011,Q4,北海道,"863,610","321,684","137,831","2,205","35,091",-
2011,Q4,青森県,"139,197","91,213","14,496",90,"4,615",-
2011,Q4,岩手県,"149,396","80,776","10,933",67,"4,842",-
2011,Q4,宮城県,"375,211","134,147","50,420",0,"17,073",-
2011,Q4,秋田県,"117,157","66,184","23,684",0,"3,098",-
2011,Q4,山形県,"151,924","64,709","15,233",0,"3,935",-
2011,Q4,福島県,"262,304","112,602","1,044",0,"8,870",-
2011,Q4,茨城県,"401,703","196,537","79,482",0,"15,133",-
